CellCount	Count	Group	Organ_Celltype
21	1942	NodeCount	BLD_ABCs
7	2095	NodeCount	BLD_AlveolarMacrophage
29	4785	NodeCount	BLD_basophil
12849	5138	NodeCount	BLD_ClassicalMonocyte
6	2074	NodeCount	BLD_Cycling
215	1890	NodeCount	BLD_Cycling T&NK
14	1431	NodeCount	BLD_DC1
100	1210	NodeCount	BLD_DC2
26	3945	NodeCount	BLD_dendritic_cell
10397	1744	NodeCount	BLD_Erythrocyte
1	1335	NodeCount	BLD_Erythroid
2	2305	NodeCount	BLD_granulocyte
65	5154	NodeCount	BLD_hematopoietic_stem_cell
15	2413	NodeCount	BLD_ILC3
6	2087	NodeCount	BLD_IntermediateMacrophage
488	3209	NodeCount	BLD_Macrophage
107	2298	NodeCount	BLD_MAIT
22	2311	NodeCount	BLD_MastCell
163	2899	NodeCount	BLD_Megakaryocytes
964	4424	NodeCount	BLD_MemoryBcell
229	2575	NodeCount	BLD_MNP_T_doublet
8435	5893	NodeCount	BLD_Monocyte
3	2907	NodeCount	BLD_myeloid_progenitor
2273	4071	NodeCount	BLD_NaiveBcell
8378	3527	NodeCount	BLD_Neutrophil
2871	4391	NodeCount	BLD_NK
3539	4235	NodeCount	BLD_NK_CD16+
445	3194	NodeCount	BLD_NK_CD56bright_CD16-
499	3951	NodeCount	BLD_NKT
8	3081	NodeCount	BLD_non-ClassicalMonocyte
236	2250	NodeCount	BLD_Nonclassical monocytes
43	2204	NodeCount	BLD_pDC
10	3724	NodeCount	BLD_plasmablast
35	1097	NodeCount	BLD_Plasmablasts
551	6723	NodeCount	BLD_PlasmaCell
204	3999	NodeCount	BLD_platelet
61	1839	NodeCount	BLD_Progenitor
2370	5129	NodeCount	BLD_T_CD4
270	4657	NodeCount	BLD_T_CD4_CD8
2706	4803	NodeCount	BLD_T_CD8
62	2043	NodeCount	BLD_T/B doublets
31	3533	NodeCount	BLD_Tcell
4331	2369	NodeCount	BLD_Tem_CD4
1983	3709	NodeCount	BLD_Temra_CD8
111	2351	NodeCount	BLD_Tfh
47	2366	NodeCount	BLD_Tgd_CRTAM+
857	4632	NodeCount	BLD_Tmemory_CD4_alpha-beta
6609	3148	NodeCount	BLD_Tnaive_CM_CD4
1182	2913	NodeCount	BLD_Tnaive_CM_CD8
403	3702	NodeCount	BLD_Tnaive_thymus-derived_CD4
798	2610	NodeCount	BLD_Treg
635	3015	NodeCount	BLD_Trm_em_CD8
9	1883	NodeCount	BLD_Trm_gut_CD8
2	1764	NodeCount	BLD_Trm_Tgd
35	2162	NodeCount	BLD_Trm_Th1_Th17
237	4581	NodeCount	BLR_Bcell
17	2680	NodeCount	BLR_dendritic_cell
5102	6538	NodeCount	BLR_Macrophage
924	3653	NodeCount	BLR_masTcell
502	5787	NodeCount	BLR_NK
1046	5125	NodeCount	BLR_PlasmaCell
2914	3935	NodeCount	BLR_Tcell
77	2107	NodeCount	BMA_ABCs
19	2218	NodeCount	BMA_AlveolarMacrophage
5032	2692	NodeCount	BMA_ClassicalMonocyte
848	2175	NodeCount	BMA_Cycling
798	2562	NodeCount	BMA_Cycling T&NK
51	1304	NodeCount	BMA_DC1
149	1117	NodeCount	BMA_DC2
86	2544	NodeCount	BMA_Erythrocyte
413	2269	NodeCount	BMA_Erythroid
670	8018	NodeCount	BMA_erythroid_progenitor
36	2901	NodeCount	BMA_ErythrophagocyticMacrophage
8	1691	NodeCount	BMA_GC_B (I)
781	7607	NodeCount	BMA_granulocyte
435	6718	NodeCount	BMA_hematopoietic_stem_cell
31	2289	NodeCount	BMA_ILC3
25	1895	NodeCount	BMA_IntermediateMacrophage
5	1841	NodeCount	BMA_Intestinal macrophages
264	3627	NodeCount	BMA_Macrophage
427	2617	NodeCount	BMA_MAIT
86	2593	NodeCount	BMA_MastCell
108	2517	NodeCount	BMA_Megakaryocytes
896	3611	NodeCount	BMA_MemoryBcell
245	2236	NodeCount	BMA_MNP_T_doublet
9	2068	NodeCount	BMA_MNP/B doublets
1073	7069	NodeCount	BMA_Monocyte
254	7982	NodeCount	BMA_myeloid_progenitor
861	4179	NodeCount	BMA_NaiveBcell
2573	4364	NodeCount	BMA_Neutrophil
470	4032	NodeCount	BMA_NK
7394	4527	NodeCount	BMA_NK_CD16+
832	3333	NodeCount	BMA_NK_CD56bright_CD16-
586	1881	NodeCount	BMA_Nonclassical monocytes
374	2254	NodeCount	BMA_pDC
175	1171	NodeCount	BMA_Plasmablasts
725	5028	NodeCount	BMA_PlasmaCell
72	3457	NodeCount	BMA_Pre-B
37	2947	NodeCount	BMA_Pro-B
1312	2486	NodeCount	BMA_Progenitor
1689	5139	NodeCount	BMA_T_CD4
301	5214	NodeCount	BMA_T_CD4_CD8
842	3947	NodeCount	BMA_T_CD8
50	1957	NodeCount	BMA_T/B doublets
2637	2273	NodeCount	BMA_Tem_CD4
6684	3800	NodeCount	BMA_Temra_CD8
267	2636	NodeCount	BMA_Tfh
1028	3295	NodeCount	BMA_Tgd_CRTAM+
4410	2987	NodeCount	BMA_Tnaive_CM_CD4
180	2787	NodeCount	BMA_Tnaive_CM_CD4_activated
629	2674	NodeCount	BMA_Tnaive_CM_CD8
435	2512	NodeCount	BMA_Treg
2895	3532	NodeCount	BMA_Trm_em_CD8
63	2473	NodeCount	BMA_Trm_gut_CD8
167	2468	NodeCount	BMA_Trm_Th1_Th17
2	997	NodeCount	CAE_AlveolarMacrophage
1	772	NodeCount	CAE_ClassicalMonocyte
1	579	NodeCount	CAE_Cycling
1	529	NodeCount	CAE_Cycling T&NK
8	2078	NodeCount	CAE_DC2
3	1461	NodeCount	CAE_ErythrophagocyticMacrophage
7	1927	NodeCount	CAE_GC_B (I)
5	1935	NodeCount	CAE_GC_B (II)
2	1743	NodeCount	CAE_ILC3
2	1755	NodeCount	CAE_Intestinal macrophages
3	1905	NodeCount	CAE_MAIT
13	2657	NodeCount	CAE_MastCell
9	1972	NodeCount	CAE_MemoryBcell
1	472	NodeCount	CAE_MNP/B doublets
2	1781	NodeCount	CAE_NaiveBcell
1	1470	NodeCount	CAE_NK_CD16+
1	1465	NodeCount	CAE_NK_CD56bright_CD16-
2	1429	NodeCount	CAE_Plasmablasts
175	1002	NodeCount	CAE_PlasmaCell
27	3040	NodeCount	CAE_T_CD4_CD8
5	1884	NodeCount	CAE_Tem_CD4
7	2412	NodeCount	CAE_Temra_CD8
4	2105	NodeCount	CAE_Tfh
4	1994	NodeCount	CAE_Tgd_CRTAM+
5	1841	NodeCount	CAE_Tnaive_CM_CD4
1	1359	NodeCount	CAE_Tnaive_CM_CD8
7	2007	NodeCount	CAE_Treg
5	2095	NodeCount	CAE_Trm_em_CD8
58	2582	NodeCount	CAE_Trm_gut_CD8
52	2478	NodeCount	CAE_Trm_Tgd
19	2158	NodeCount	CAE_Trm_Th1_Th17
2	892	NodeCount	DUO_AlveolarMacrophage
6	2223	NodeCount	DUO_ClassicalMonocyte
2	1678	NodeCount	DUO_Cycling T&NK
2	864	NodeCount	DUO_DC1
11	2406	NodeCount	DUO_DC2
38	3258	NodeCount	DUO_ErythrophagocyticMacrophage
2	1762	NodeCount	DUO_GC_B (I)
2	1309	NodeCount	DUO_ILC3
1	1526	NodeCount	DUO_IntermediateMacrophage
1	1552	NodeCount	DUO_Intestinal macrophages
1	1397	NodeCount	DUO_MAIT
8	2239	NodeCount	DUO_MastCell
7	1987	NodeCount	DUO_MemoryBcell
5	2133	NodeCount	DUO_MNP_T_doublet
6	1940	NodeCount	DUO_MNP/B doublets
2	1862	NodeCount	DUO_NK_CD16+
3	1931	NodeCount	DUO_NK_CD56bright_CD16-
1	1170	NodeCount	DUO_Nonclassical monocytes
2	1024	NodeCount	DUO_Plasmablasts
14	1918	NodeCount	DUO_PlasmaCell
77	3328	NodeCount	DUO_T_CD4_CD8
120	3300	NodeCount	DUO_T/B doublets
6	2098	NodeCount	DUO_Tem_CD4
24	2622	NodeCount	DUO_Temra_CD8
9	2441	NodeCount	DUO_Tfh
1	466	NodeCount	DUO_Tnaive_CM_CD8
5	2146	NodeCount	DUO_Trm_em_CD8
225	3004	NodeCount	DUO_Trm_gut_CD8
15	2166	NodeCount	DUO_Trm_Tgd
166	3004	NodeCount	DUO_Trm_Th1_Th17
75	2941	NodeCount	Eye_Bcell
152	3168	NodeCount	Eye_dendritic_cell
27	1703	NodeCount	Eye_erythroid_lineage_cell
100	4985	NodeCount	Eye_Macrophage
4	2109	NodeCount	Eye_masTcell
163	5034	NodeCount	Eye_microglial_cell
41	3695	NodeCount	Eye_Monocyte
43	3515	NodeCount	Eye_PlasmaCell
14	3154	NodeCount	Eye_T_CD4
3	2437	NodeCount	Eye_T_CD8
122	2993	NodeCount	Eye_Tcell
5	2194	NodeCount	FAT_leucocyte
2717	8236	NodeCount	FAT_Macrophage
1	923	NodeCount	FAT_masTcell
1311	7777	NodeCount	FAT_MSC
440	3621	NodeCount	FAT_Neutrophil
467	3830	NodeCount	FAT_NK
24	4293	NodeCount	FAT_PlasmaCell
1601	4329	NodeCount	FAT_Tcell
48	3339	NodeCount	Heart_Macrophage
1	550	NodeCount	ILE_AlveolarMacrophage
1	1285	NodeCount	ILE_ClassicalMonocyte
2	1526	NodeCount	ILE_Cycling
5	1597	NodeCount	ILE_Cycling T&NK
2	1228	NodeCount	ILE_DC1
8	2273	NodeCount	ILE_DC2
20	2881	NodeCount	ILE_ErythrophagocyticMacrophage
7	1887	NodeCount	ILE_GC_B (I)
4	1678	NodeCount	ILE_GC_B (II)
2	1665	NodeCount	ILE_ILC3
1	894	NodeCount	ILE_Intestinal macrophages
3	1791	NodeCount	ILE_MAIT
2	1499	NodeCount	ILE_MastCell
98	2783	NodeCount	ILE_MemoryBcell
7	2144	NodeCount	ILE_MNP/B doublets
22	2364	NodeCount	ILE_NaiveBcell
1	1220	NodeCount	ILE_NK_CD56bright_CD16-
1	1527	NodeCount	ILE_Nonclassical monocytes
1	473	NodeCount	ILE_Plasmablasts
15	1706	NodeCount	ILE_PlasmaCell
50	3658	NodeCount	ILE_T_CD4_CD8
5	2015	NodeCount	ILE_Tem_CD4
8	2123	NodeCount	ILE_Temra_CD8
7	2156	NodeCount	ILE_Tfh
3	1853	NodeCount	ILE_Tgd_CRTAM+
3	1677	NodeCount	ILE_Tnaive_CM_CD4
4	2130	NodeCount	ILE_Treg
13	2330	NodeCount	ILE_Trm_em_CD8
312	2838	NodeCount	ILE_Trm_gut_CD8
119	2607	NodeCount	ILE_Trm_Tgd
163	2883	NodeCount	ILE_Trm_Th1_Th17
2	1645	NodeCount	JEJEPI_ABCs
22	1563	NodeCount	JEJEPI_AlveolarMacrophage
26	2346	NodeCount	JEJEPI_ClassicalMonocyte
1	1350	NodeCount	JEJEPI_Cycling
43	2214	NodeCount	JEJEPI_Cycling T&NK
18	2496	NodeCount	JEJEPI_DC1
25	2082	NodeCount	JEJEPI_DC2
56	3461	NodeCount	JEJEPI_ErythrophagocyticMacrophage
2	1326	NodeCount	JEJEPI_GC_B (I)
1	1584	NodeCount	JEJEPI_GC_B (II)
28	2503	NodeCount	JEJEPI_ILC3
1	1503	NodeCount	JEJEPI_IntermediateMacrophage
11	1936	NodeCount	JEJEPI_Intestinal macrophages
54	2859	NodeCount	JEJEPI_MAIT
59	2599	NodeCount	JEJEPI_MastCell
3	1654	NodeCount	JEJEPI_Megakaryocytes
43	2433	NodeCount	JEJEPI_MemoryBcell
5	1844	NodeCount	JEJEPI_migDC
95	2958	NodeCount	JEJEPI_MNP_T_doublet
6	2235	NodeCount	JEJEPI_MNP/B doublets
59	3428	NodeCount	JEJEPI_NaiveBcell
27	2614	NodeCount	JEJEPI_NK_CD16+
99	3180	NodeCount	JEJEPI_NK_CD56bright_CD16-
8	1914	NodeCount	JEJEPI_Nonclassical monocytes
2	1455	NodeCount	JEJEPI_pDC
8	1142	NodeCount	JEJEPI_PlasmaCell
1	1241	NodeCount	JEJEPI_Progenitor
985	6308	NodeCount	JEJEPI_T_CD4_CD8
59	3066	NodeCount	JEJEPI_T/B doublets
86	2964	NodeCount	JEJEPI_Tem_CD4
277	4911	NodeCount	JEJEPI_Temra_CD8
22	2923	NodeCount	JEJEPI_Tfh
6	2161	NodeCount	JEJEPI_Tgd_CRTAM+
308	4109	NodeCount	JEJEPI_Tnaive_CM_CD4
1	435	NodeCount	JEJEPI_Tnaive_CM_CD4_activated
12	2544	NodeCount	JEJEPI_Tnaive_CM_CD8
44	3000	NodeCount	JEJEPI_Treg
60	3024	NodeCount	JEJEPI_Trm_em_CD8
15907	4742	NodeCount	JEJEPI_Trm_gut_CD8
5282	4398	NodeCount	JEJEPI_Trm_Tgd
3333	4153	NodeCount	JEJEPI_Trm_Th1_Th17
3	1826	NodeCount	JEJLP_ABCs
13	2206	NodeCount	JEJLP_AlveolarMacrophage
59	2348	NodeCount	JEJLP_ClassicalMonocyte
25	1559	NodeCount	JEJLP_Cycling
19	2066	NodeCount	JEJLP_Cycling T&NK
44	1505	NodeCount	JEJLP_DC1
32	1813	NodeCount	JEJLP_DC2
94	3483	NodeCount	JEJLP_ErythrophagocyticMacrophage
86	2860	NodeCount	JEJLP_ILC3
1	1375	NodeCount	JEJLP_IntermediateMacrophage
476	2213	NodeCount	JEJLP_Intestinal macrophages
45	2741	NodeCount	JEJLP_MAIT
2123	3766	NodeCount	JEJLP_MastCell
67	2572	NodeCount	JEJLP_MemoryBcell
8	2163	NodeCount	JEJLP_migDC
77	2855	NodeCount	JEJLP_MNP_T_doublet
6	2020	NodeCount	JEJLP_MNP/B doublets
16	2640	NodeCount	JEJLP_NaiveBcell
71	2731	NodeCount	JEJLP_NK_CD16+
72	2733	NodeCount	JEJLP_NK_CD56bright_CD16-
12	1834	NodeCount	JEJLP_Nonclassical monocytes
4	1431	NodeCount	JEJLP_pDC
1	1393	NodeCount	JEJLP_Plasmablasts
2942	1289	NodeCount	JEJLP_PlasmaCell
2	1563	NodeCount	JEJLP_Progenitor
579	5672	NodeCount	JEJLP_T_CD4_CD8
92	2110	NodeCount	JEJLP_T/B doublets
41	2695	NodeCount	JEJLP_Tem_CD4
130	3781	NodeCount	JEJLP_Temra_CD8
22	2469	NodeCount	JEJLP_Tfh
24	2447	NodeCount	JEJLP_Tgd_CRTAM+
66	3127	NodeCount	JEJLP_Tnaive_CM_CD4
4	1957	NodeCount	JEJLP_Tnaive_CM_CD4_activated
3	1705	NodeCount	JEJLP_Tnaive_CM_CD8
68	2595	NodeCount	JEJLP_Treg
295	3324	NodeCount	JEJLP_Trm_em_CD8
7072	4103	NodeCount	JEJLP_Trm_gut_CD8
1294	3806	NodeCount	JEJLP_Trm_Tgd
7699	4340	NodeCount	JEJLP_Trm_Th1_Th17
274	3591	NodeCount	Kidney_Bcell
315	4843	NodeCount	Kidney_Macrophage
97	3439	NodeCount	Kidney_NK
149	3293	NodeCount	Kidney_T_CD4
183	4157	NodeCount	Kidney_T_CD8
497	3573	NodeCount	LARITN_Bcell
38	2803	NodeCount	LARITN_masTcell
543	4734	NodeCount	LARITN_Monocyte
22	3264	NodeCount	LARITN_Neutrophil
330	4532	NodeCount	LARITN_PlasmaCell
2872	4350	NodeCount	LARITN_T_CD4
2146	4033	NodeCount	LARITN_T_CD8
31	2399	NodeCount	LIV_ABCs
11	2285	NodeCount	LIV_AlveolarMacrophage
1495	3071	NodeCount	LIV_ClassicalMonocyte
16	2544	NodeCount	LIV_Cycling
142	2780	NodeCount	LIV_Cycling T&NK
32	1761	NodeCount	LIV_DC1
92	2163	NodeCount	LIV_DC2
32	3269	NodeCount	LIV_dendritic_cell
106	3111	NodeCount	LIV_Erythrocyte
5	1767	NodeCount	LIV_Erythroid
433	3760	NodeCount	LIV_ErythrophagocyticMacrophage
1	1461	NodeCount	LIV_GC_B (I)
9	2236	NodeCount	LIV_ILC3
38	2313	NodeCount	LIV_IntermediateMacrophage
5	2167	NodeCount	LIV_Intestinal macrophages
1307	4868	NodeCount	LIV_Macrophage
2239	4522	NodeCount	LIV_MAIT
5	2206	NodeCount	LIV_MastCell
1	657	NodeCount	LIV_Megakaryocytes
149	3333	NodeCount	LIV_MemoryBcell
2	1082	NodeCount	LIV_migDC
92	2306	NodeCount	LIV_MNP_T_doublet
113	3253	NodeCount	LIV_MNP/B doublets
606	4147	NodeCount	LIV_Monocyte
106	3367	NodeCount	LIV_NaiveBcell
4	1743	NodeCount	LIV_Neutrophil
231	3917	NodeCount	LIV_NK
1882	4763	NodeCount	LIV_NK_CD16+
1705	4258	NodeCount	LIV_NK_CD56bright_CD16-
458	2485	NodeCount	LIV_Nonclassical monocytes
25	2643	NodeCount	LIV_pDC
37	1903	NodeCount	LIV_Plasmablasts
202	2444	NodeCount	LIV_PlasmaCell
2	1946	NodeCount	LIV_Pre-B
9	2177	NodeCount	LIV_Progenitor
331	5715	NodeCount	LIV_T_CD4_CD8
28	2244	NodeCount	LIV_T/B doublets
139	3038	NodeCount	LIV_Tcell
259	2854	NodeCount	LIV_Tem_CD4
750	3838	NodeCount	LIV_Temra_CD8
8	2486	NodeCount	LIV_Tfh
1036	4279	NodeCount	LIV_Tgd_CRTAM+
55	2509	NodeCount	LIV_Tnaive_CM_CD4
7	2346	NodeCount	LIV_Tnaive_CM_CD4_activated
24	2219	NodeCount	LIV_Tnaive_CM_CD8
49	2727	NodeCount	LIV_Treg
806	3928	NodeCount	LIV_Trm_em_CD8
115	2946	NodeCount	LIV_Trm_gut_CD8
7	2509	NodeCount	LIV_Trm_Tgd
587	3545	NodeCount	LIV_Trm_Th1_Th17
307	2434	NodeCount	LLN_ABCs
97	2204	NodeCount	LLN_AlveolarMacrophage
115	2000	NodeCount	LLN_ClassicalMonocyte
22	1719	NodeCount	LLN_Cycling
222	1366	NodeCount	LLN_Cycling T&NK
30	1976	NodeCount	LLN_DC1
80	1767	NodeCount	LLN_DC2
1	1615	NodeCount	LLN_Erythroid
75	2678	NodeCount	LLN_ErythrophagocyticMacrophage
153	2612	NodeCount	LLN_GC_B (I)
91	2905	NodeCount	LLN_GC_B (II)
267	3257	NodeCount	LLN_ILC3
12	2259	NodeCount	LLN_IntermediateMacrophage
15	2058	NodeCount	LLN_Intestinal macrophages
169	2736	NodeCount	LLN_MAIT
74	2948	NodeCount	LLN_MastCell
9818	4035	NodeCount	LLN_MemoryBcell
95	2337	NodeCount	LLN_migDC
172	2778	NodeCount	LLN_MNP_T_doublet
151	2884	NodeCount	LLN_MNP/B doublets
4503	5009	NodeCount	LLN_NaiveBcell
71	2535	NodeCount	LLN_NK_CD16+
740	3414	NodeCount	LLN_NK_CD56bright_CD16-
12	2064	NodeCount	LLN_Nonclassical monocytes
92	2245	NodeCount	LLN_pDC
531	1094	NodeCount	LLN_Plasmablasts
508	1196	NodeCount	LLN_PlasmaCell
1	1625	NodeCount	LLN_Pro-B
8	2112	NodeCount	LLN_Progenitor
1412	5585	NodeCount	LLN_T_CD4_CD8
365	2873	NodeCount	LLN_T/B doublets
6696	2784	NodeCount	LLN_Tem_CD4
131	3308	NodeCount	LLN_Temra_CD8
7677	3990	NodeCount	LLN_Tfh
140	2938	NodeCount	LLN_Tgd_CRTAM+
12551	3909	NodeCount	LLN_Tnaive_CM_CD4
3094	4226	NodeCount	LLN_Tnaive_CM_CD4_activated
3653	3383	NodeCount	LLN_Tnaive_CM_CD8
5806	4229	NodeCount	LLN_Treg
1655	3991	NodeCount	LLN_Trm_em_CD8
171	3059	NodeCount	LLN_Trm_gut_CD8
3	2011	NodeCount	LLN_Trm_Tgd
861	3109	NodeCount	LLN_Trm_Th1_Th17
14808	5436	NodeCount	LN_Bcell
243	4138	NodeCount	LN_ClassicalMonocyte
201	5881	NodeCount	LN_dendritic_cell
22	2600	NodeCount	LN_Erythrocyte
34	4407	NodeCount	LN_hematopoietic_stem_cell
1906	4075	NodeCount	LN_ILC
299	4785	NodeCount	LN_intermediate_Monocyte
1145	6870	NodeCount	LN_Macrophage
130	3230	NodeCount	LN_masTcell
2919	4531	NodeCount	LN_MemoryBcell
1324	3700	NodeCount	LN_NaiveBcell
107	2541	NodeCount	LN_Neutrophil
577	3845	NodeCount	LN_NK
3809	4401	NodeCount	LN_NKT
28	3163	NodeCount	LN_non-ClassicalMonocyte
2593	7862	NodeCount	LN_PlasmaCell
876	5022	NodeCount	LN_regulatory_Tcell
6791	4737	NodeCount	LN_T_CD4
5806	4170	NodeCount	LN_T_CD8
3755	3918	NodeCount	LN_Tcell
1241	4444	NodeCount	LN_Tmemory_CD4_alpha-beta
750	3640	NodeCount	LN_Tmemory_CD8_alpha-beta
1266	3875	NodeCount	LN_Tnaive_thymus-derived_CD4
10	1892	NodeCount	LNG_ABCs
16976	1193	NodeCount	LNG_AlveolarMacrophage
677	4447	NodeCount	LNG_basophil
82	2929	NodeCount	LNG_Bcell
4770	2944	NodeCount	LNG_ClassicalMonocyte
200	1653	NodeCount	LNG_Cycling
216	2542	NodeCount	LNG_Cycling T&NK
79	1517	NodeCount	LNG_DC1
329	1662	NodeCount	LNG_DC2
295	4394	NodeCount	LNG_dendritic_cell
40	2526	NodeCount	LNG_ErythrophagocyticMacrophage
4	2062	NodeCount	LNG_GC_B (I)
40	2422	NodeCount	LNG_ILC3
252	3504	NodeCount	LNG_intermediate_Monocyte
2139	2772	NodeCount	LNG_IntermediateMacrophage
42	2295	NodeCount	LNG_Intestinal macrophages
12034	7288	NodeCount	LNG_Macrophage
124	2690	NodeCount	LNG_MAIT
823	3043	NodeCount	LNG_MastCell
133	2585	NodeCount	LNG_MemoryBcell
84	2041	NodeCount	LNG_migDC
1313	1906	NodeCount	LNG_MNP_T_doublet
10	2217	NodeCount	LNG_MNP/B doublets
79	3018	NodeCount	LNG_NaiveBcell
138	2986	NodeCount	LNG_Neutrophil
126	3140	NodeCount	LNG_NK
2771	4276	NodeCount	LNG_NK_CD16+
462	3356	NodeCount	LNG_NK_CD56bright_CD16-
999	4408	NodeCount	LNG_non-ClassicalMonocyte
752	1893	NodeCount	LNG_Nonclassical monocytes
63	2049	NodeCount	LNG_pDC
36	1402	NodeCount	LNG_Plasmablasts
158	3788	NodeCount	LNG_PlasmaCell
18	1732	NodeCount	LNG_Progenitor
656	3192	NodeCount	LNG_T_CD4
248	4663	NodeCount	LNG_T_CD4_CD8
603	3700	NodeCount	LNG_T_CD8
24	2586	NodeCount	LNG_T/B doublets
947	2480	NodeCount	LNG_Tem_CD4
945	3606	NodeCount	LNG_Temra_CD8
79	2857	NodeCount	LNG_Tfh
148	2883	NodeCount	LNG_Tgd_CRTAM+
176	2493	NodeCount	LNG_Tnaive_CM_CD4
9	2212	NodeCount	LNG_Tnaive_CM_CD4_activated
39	2101	NodeCount	LNG_Tnaive_CM_CD8
256	2522	NodeCount	LNG_Treg
417	3305	NodeCount	LNG_Trm_em_CD8
82	2914	NodeCount	LNG_Trm_gut_CD8
17	2306	NodeCount	LNG_Trm_Tgd
1876	3828	NodeCount	LNG_Trm_Th1_Th17
32	2556	NodeCount	MG_Bcell
206	4310	NodeCount	MG_Macrophage
14	2431	NodeCount	MG_masTcell
10	2231	NodeCount	MG_NK
180	4882	NodeCount	MG_PlasmaCell
2147	3945	NodeCount	MG_Tcell
49	2509	NodeCount	MLN_ABCs
17	2765	NodeCount	MLN_AlveolarMacrophage
28	2600	NodeCount	MLN_ClassicalMonocyte
3	1653	NodeCount	MLN_Cycling
38	2037	NodeCount	MLN_Cycling T&NK
29	2701	NodeCount	MLN_DC1
55	2704	NodeCount	MLN_DC2
1	1050	NodeCount	MLN_Erythroid
213	4115	NodeCount	MLN_ErythrophagocyticMacrophage
66	2959	NodeCount	MLN_GC_B (I)
37	2576	NodeCount	MLN_GC_B (II)
485	4475	NodeCount	MLN_ILC3
2	1926	NodeCount	MLN_IntermediateMacrophage
6	2404	NodeCount	MLN_Intestinal macrophages
136	2927	NodeCount	MLN_MAIT
9	2460	NodeCount	MLN_MastCell
3641	4599	NodeCount	MLN_MemoryBcell
48	2950	NodeCount	MLN_migDC
47	2719	NodeCount	MLN_MNP_T_doublet
61	2957	NodeCount	MLN_MNP/B doublets
1555	4761	NodeCount	MLN_NaiveBcell
364	3735	NodeCount	MLN_NK_CD16+
627	3719	NodeCount	MLN_NK_CD56bright_CD16-
8	2097	NodeCount	MLN_Nonclassical monocytes
11	1869	NodeCount	MLN_pDC
12	1499	NodeCount	MLN_Plasmablasts
37	1732	NodeCount	MLN_PlasmaCell
10	2389	NodeCount	MLN_Progenitor
537	5747	NodeCount	MLN_T_CD4_CD8
104	2362	NodeCount	MLN_T/B doublets
912	3357	NodeCount	MLN_Tem_CD4
267	3490	NodeCount	MLN_Temra_CD8
2672	4740	NodeCount	MLN_Tfh
149	3286	NodeCount	MLN_Tgd_CRTAM+
4978	4480	NodeCount	MLN_Tnaive_CM_CD4
143	2766	NodeCount	MLN_Tnaive_CM_CD4_activated
1187	3767	NodeCount	MLN_Tnaive_CM_CD8
2965	4904	NodeCount	MLN_Treg
759	4032	NodeCount	MLN_Trm_em_CD8
431	3953	NodeCount	MLN_Trm_gut_CD8
1	1202	NodeCount	MLN_Trm_Tgd
497	3871	NodeCount	MLN_Trm_Th1_Th17
18	1525	NodeCount	MSC_Erythrocyte
1481	5750	NodeCount	MSC_Macrophage
17	2381	NodeCount	MSC_masTcell
44	2479	NodeCount	MSC_NKT
79	2770	NodeCount	MSC_T_CD4
48	2606	NodeCount	MSC_T_CD8
354	3435	NodeCount	MSC_Tcell
4	1840	NodeCount	OME_ABCs
24	1930	NodeCount	OME_AlveolarMacrophage
28	2151	NodeCount	OME_ClassicalMonocyte
9	2077	NodeCount	OME_Cycling T&NK
2	1371	NodeCount	OME_DC1
15	2953	NodeCount	OME_ErythrophagocyticMacrophage
1	1439	NodeCount	OME_ILC3
2	1653	NodeCount	OME_IntermediateMacrophage
10	2581	NodeCount	OME_Intestinal macrophages
12	2007	NodeCount	OME_MAIT
3	1795	NodeCount	OME_MastCell
86	2531	NodeCount	OME_MemoryBcell
1	1408	NodeCount	OME_migDC
2	1689	NodeCount	OME_MNP/B doublets
14	2342	NodeCount	OME_NaiveBcell
26	2520	NodeCount	OME_NK_CD16+
7	2149	NodeCount	OME_NK_CD56bright_CD16-
21	1896	NodeCount	OME_Nonclassical monocytes
24	3663	NodeCount	OME_T_CD4_CD8
37	2204	NodeCount	OME_Tem_CD4
35	2166	NodeCount	OME_Temra_CD8
26	2464	NodeCount	OME_Tfh
12	2211	NodeCount	OME_Tgd_CRTAM+
6	1955	NodeCount	OME_Tnaive_CM_CD4
5	2047	NodeCount	OME_Tnaive_CM_CD8
14	2350	NodeCount	OME_Treg
71	2731	NodeCount	OME_Trm_em_CD8
4	2029	NodeCount	OME_Trm_gut_CD8
1	1197	NodeCount	OME_Trm_Tgd
95	2544	NodeCount	OME_Trm_Th1_Th17
55	3259	NodeCount	PNC_Bcell
3	2021	NodeCount	PNC_masTcell
1804	6854	NodeCount	PNC_Myeloid
47	2900	NodeCount	PNC_NK
63	4560	NodeCount	PNC_PlasmaCell
560	3976	NodeCount	PNC_Tcell
86	2438	NodeCount	Prostate_erythroid_progenitor
317	4857	NodeCount	Prostate_Macrophage
9	2443	NodeCount	Prostate_masTcell
365	6320	NodeCount	Prostate_Myeloid
16	2186	NodeCount	Prostate_Neutrophil
410	3176	NodeCount	Prostate_NKT
962	3337	NodeCount	Prostate_T_CD8
586	3769	NodeCount	Prostate_Tcell
1	1582	NodeCount	SCL_ABCs
1	1056	NodeCount	SCL_AlveolarMacrophage
5	2191	NodeCount	SCL_ClassicalMonocyte
1	1054	NodeCount	SCL_DC2
2	1623	NodeCount	SCL_ErythrophagocyticMacrophage
2	1288	NodeCount	SCL_GC_B (I)
8	1960	NodeCount	SCL_GC_B (II)
1	1453	NodeCount	SCL_ILC3
