CellCount	Count	Group	Organ_Celltype
28	14819	EdgeCount	MLN_ClassicalMonocyte
3	9143	EdgeCount	MLN_Cycling
38	16531	EdgeCount	MLN_Cycling T&NK
29	17848	EdgeCount	MLN_DC1
55	17284	EdgeCount	MLN_DC2
1	5220	EdgeCount	MLN_Erythroid
213	41045	EdgeCount	MLN_ErythrophagocyticMacrophage
66	29301	EdgeCount	MLN_GC_B (I)
37	14240	EdgeCount	MLN_GC_B (II)
485	33186	EdgeCount	MLN_ILC3
2	9210	EdgeCount	MLN_IntermediateMacrophage
6	12591	EdgeCount	MLN_Intestinal macrophages
136	16094	EdgeCount	MLN_MAIT
9	14908	EdgeCount	MLN_MastCell
3641	34515	EdgeCount	MLN_MemoryBcell
48	17515	EdgeCount	MLN_migDC
47	13264	EdgeCount	MLN_MNP_T_doublet
61	15483	EdgeCount	MLN_MNP/B doublets
1555	37971	EdgeCount	MLN_NaiveBcell
364	24691	EdgeCount	MLN_NK_CD16+
627	24643	EdgeCount	MLN_NK_CD56bright_CD16-
8	9926	EdgeCount	MLN_Nonclassical monocytes
11	6446	EdgeCount	MLN_pDC
12	10426	EdgeCount	MLN_Plasmablasts
37	5935	EdgeCount	MLN_PlasmaCell
10	11676	EdgeCount	MLN_Progenitor
537	59708	EdgeCount	MLN_T_CD4_CD8
104	9629	EdgeCount	MLN_T/B doublets
912	18637	EdgeCount	MLN_Tem_CD4
267	21811	EdgeCount	MLN_Temra_CD8
2672	37241	EdgeCount	MLN_Tfh
149	18989	EdgeCount	MLN_Tgd_CRTAM+
4978	32160	EdgeCount	MLN_Tnaive_CM_CD4
143	13880	EdgeCount	MLN_Tnaive_CM_CD4_activated
1187	23452	EdgeCount	MLN_Tnaive_CM_CD8
2965	39586	EdgeCount	MLN_Treg
759	28433	EdgeCount	MLN_Trm_em_CD8
431	27587	EdgeCount	MLN_Trm_gut_CD8
1	4500	EdgeCount	MLN_Trm_Tgd
497	26148	EdgeCount	MLN_Trm_Th1_Th17
18	5759	EdgeCount	MSC_Erythrocyte
1481	65022	EdgeCount	MSC_Macrophage
17	13041	EdgeCount	MSC_masTcell
44	12797	EdgeCount	MSC_NKT
79	19733	EdgeCount	MSC_T_CD4
48	15947	EdgeCount	MSC_T_CD8
354	23759	EdgeCount	MSC_Tcell
4	7801	EdgeCount	OME_ABCs
24	8410	EdgeCount	OME_AlveolarMacrophage
28	10650	EdgeCount	OME_ClassicalMonocyte
9	15605	EdgeCount	OME_Cycling T&NK
2	3810	EdgeCount	OME_DC1
15	21515	EdgeCount	OME_ErythrophagocyticMacrophage
1	4833	EdgeCount	OME_ILC3
2	7355	EdgeCount	OME_IntermediateMacrophage
10	13024	EdgeCount	OME_Intestinal macrophages
12	8761	EdgeCount	OME_MAIT
3	7925	EdgeCount	OME_MastCell
86	11207	EdgeCount	OME_MemoryBcell
1	5573	EdgeCount	OME_migDC
2	6645	EdgeCount	OME_MNP/B doublets
14	10474	EdgeCount	OME_NaiveBcell
26	12565	EdgeCount	OME_NK_CD16+
7	9946	EdgeCount	OME_NK_CD56bright_CD16-
21	8092	EdgeCount	OME_Nonclassical monocytes
24	26462	EdgeCount	OME_T_CD4_CD8
37	8791	EdgeCount	OME_Tem_CD4
35	9478	EdgeCount	OME_Temra_CD8
26	11478	EdgeCount	OME_Tfh
12	9697	EdgeCount	OME_Tgd_CRTAM+
6	7672	EdgeCount	OME_Tnaive_CM_CD4
5	9377	EdgeCount	OME_Tnaive_CM_CD8
14	11861	EdgeCount	OME_Treg
71	14033	EdgeCount	OME_Trm_em_CD8
4	9090	EdgeCount	OME_Trm_gut_CD8
1	5080	EdgeCount	OME_Trm_Tgd
95	12433	EdgeCount	OME_Trm_Th1_Th17
55	25764	EdgeCount	PNC_Bcell
3	11346	EdgeCount	PNC_masTcell
1804	90411	EdgeCount	PNC_Myeloid
47	16476	EdgeCount	PNC_NK
63	43840	EdgeCount	PNC_PlasmaCell
560	27947	EdgeCount	PNC_Tcell
86	13687	EdgeCount	Prostate_erythroid_progenitor
317	46201	EdgeCount	Prostate_Macrophage
9	12843	EdgeCount	Prostate_masTcell
365	77096	EdgeCount	Prostate_Myeloid
16	11590	EdgeCount	Prostate_Neutrophil
410	18212	EdgeCount	Prostate_NKT
962	20430	EdgeCount	Prostate_T_CD8
586	24286	EdgeCount	Prostate_Tcell
1	7332	EdgeCount	SCL_ABCs
1	5402	EdgeCount	SCL_AlveolarMacrophage
5	10849	EdgeCount	SCL_ClassicalMonocyte
1	4760	EdgeCount	SCL_DC2
2	8306	EdgeCount	SCL_ErythrophagocyticMacrophage
2	6753	EdgeCount	SCL_GC_B (I)
8	9085	EdgeCount	SCL_GC_B (II)
1	6077	EdgeCount	SCL_ILC3
2	8228	EdgeCount	SCL_Intestinal macrophages
16	10008	EdgeCount	SCL_MemoryBcell
17	11839	EdgeCount	SCL_NaiveBcell
1	6503	EdgeCount	SCL_NK_CD16+
5	4816	EdgeCount	SCL_PlasmaCell
5	9487	EdgeCount	SCL_T_CD4_CD8
6	10586	EdgeCount	SCL_Temra_CD8
4	8979	EdgeCount	SCL_Tfh
2	8127	EdgeCount	SCL_Tgd_CRTAM+
4	9467	EdgeCount	SCL_Treg
3	8471	EdgeCount	SCL_Trm_em_CD8
25	10678	EdgeCount	SCL_Trm_gut_CD8
17	10910	EdgeCount	SCL_Trm_Tgd
5	9602	EdgeCount	SCL_Trm_Th1_Th17
81	113415	EdgeCount	SG_Bcell
1761	71074	EdgeCount	SG_Macrophage
2816	58817	EdgeCount	SG_MemoryBcell
426	44500	EdgeCount	SG_Monocyte
1120	35855	EdgeCount	SG_NaiveBcell
115	21623	EdgeCount	SG_Neutrophil
317	30768	EdgeCount	SG_NK
345	47954	EdgeCount	SG_PlasmaCell
1101	36695	EdgeCount	SG_T_CD4
1887	24970	EdgeCount	SG_T_CD8
150	22516	EdgeCount	SG_Tcell
142	34617	EdgeCount	Skin_dendritic_cell
31	33055	EdgeCount	Skin_langerhans_cell
656	47488	EdgeCount	Skin_Macrophage
456	21515	EdgeCount	Skin_masTcell
4	10381	EdgeCount	Skin_MemoryBcell
82	14955	EdgeCount	Skin_naive_thymus-derived_T_CD8
7	10890	EdgeCount	Skin_NaiveBcell
237	21574	EdgeCount	Skin_NK
344	23739	EdgeCount	Skin_NKT
22	38027	EdgeCount	Skin_PlasmaCell
124	22703	EdgeCount	Skin_regulatory_Tcell
56	16248	EdgeCount	Skin_T_CD4
127	19095	EdgeCount	Skin_T_CD8
488	22743	EdgeCount	Skin_Tcell
331	23526	EdgeCount	Skin_Tmemory_CD4_alpha-beta
818	28010	EdgeCount	Skin_Tmemory_CD8_alpha-beta
70	19915	EdgeCount	Skin_Tnaive_thymus-derived_CD4
10	6858	EdgeCount	SKM_ABCs
7	10613	EdgeCount	SKM_AlveolarMacrophage
105	15070	EdgeCount	SKM_ClassicalMonocyte
38	16325	EdgeCount	SKM_Cycling T&NK
2	9140	EdgeCount	SKM_DC2
4	11342	EdgeCount	SKM_ErythrophagocyticMacrophage
5	10876	EdgeCount	SKM_IntermediateMacrophage
4	9212	EdgeCount	SKM_MAIT
7	9792	EdgeCount	SKM_Megakaryocytes
42	11067	EdgeCount	SKM_MemoryBcell
3	7478	EdgeCount	SKM_MNP_T_doublet
7	7473	EdgeCount	SKM_NaiveBcell
120	15711	EdgeCount	SKM_NK_CD16+
14	12328	EdgeCount	SKM_NK_CD56bright_CD16-
71	11298	EdgeCount	SKM_Nonclassical monocytes
2	6996	EdgeCount	SKM_pDC
3	12622	EdgeCount	SKM_Plasmablasts
2	8206	EdgeCount	SKM_PlasmaCell
1	7324	EdgeCount	SKM_Progenitor
8	16666	EdgeCount	SKM_T_CD4_CD8
1	7807	EdgeCount	SKM_T/B doublets
53	9385	EdgeCount	SKM_Tem_CD4
211	17642	EdgeCount	SKM_Temra_CD8
2	9723	EdgeCount	SKM_Tfh
20	10529	EdgeCount	SKM_Tgd_CRTAM+
30	9751	EdgeCount	SKM_Tnaive_CM_CD4
5	9314	EdgeCount	SKM_Tnaive_CM_CD8
7	8758	EdgeCount	SKM_Treg
40	12572	EdgeCount	SKM_Trm_em_CD8
1	8534	EdgeCount	SKM_Trm_gut_CD8
10	10717	EdgeCount	SKM_Trm_Th1_Th17
518	31865	EdgeCount	SMITN_Bcell
65	15693	EdgeCount	SMITN_masTcell
61	26389	EdgeCount	SMITN_Monocyte
64	33734	EdgeCount	SMITN_Neutrophil
303	40850	EdgeCount	SMITN_PlasmaCell
5257	36351	EdgeCount	SMITN_T_CD4
2323	36258	EdgeCount	SMITN_T_CD8
693	13006	EdgeCount	SPL_ABCs
38	15664	EdgeCount	SPL_AlveolarMacrophage
9828	39923	EdgeCount	SPL_ClassicalMonocyte
37	15342	EdgeCount	SPL_Cycling
375	21052	EdgeCount	SPL_Cycling T&NK
53	8317	EdgeCount	SPL_DC1
250	11394	EdgeCount	SPL_DC2
134	53417	EdgeCount	SPL_dendritic_cell
164	45744	EdgeCount	SPL_Erythrocyte
24	21461	EdgeCount	SPL_Erythroid
1071	38635	EdgeCount	SPL_ErythrophagocyticMacrophage
100	22523	EdgeCount	SPL_GC_B (I)
38	12343	EdgeCount	SPL_GC_B (II)
73	84540	EdgeCount	SPL_hematopoietic_stem_cell
114	24077	EdgeCount	SPL_ILC
327	18299	EdgeCount	SPL_ILC3
125	39471	EdgeCount	SPL_intermediate_Monocyte
4	10185	EdgeCount	SPL_IntermediateMacrophage
21	12379	EdgeCount	SPL_Intestinal macrophages
1312	86194	EdgeCount	SPL_Macrophage
1519	21175	EdgeCount	SPL_MAIT
61	12811	EdgeCount	SPL_MastCell
35	16153	EdgeCount	SPL_Megakaryocytes
19878	41172	EdgeCount	SPL_MemoryBcell
19	10318	EdgeCount	SPL_migDC
230	13654	EdgeCount	SPL_MNP_T_doublet
372	14350	EdgeCount	SPL_MNP/B doublets
573	30839	EdgeCount	SPL_naive_thymus-derived_T_CD8
7636	45758	EdgeCount	SPL_NaiveBcell
4408	23936	EdgeCount	SPL_Neutrophil
1950	35088	EdgeCount	SPL_NK
4319	38534	EdgeCount	SPL_NK_CD16+
3891	26379	EdgeCount	SPL_NK_CD56bright_CD16-
1345	35257	EdgeCount	SPL_NKT
254	15087	EdgeCount	SPL_Nonclassical monocytes
97	11829	EdgeCount	SPL_pDC
875	17918	EdgeCount	SPL_Plasmablasts
4978	124450	EdgeCount	SPL_PlasmaCell
18	19288	EdgeCount	SPL_platelet
1	11313	EdgeCount	SPL_Pre-B
1	9719	EdgeCount	SPL_Pro-B
95	16851	EdgeCount	SPL_Progenitor
237	51512	EdgeCount	SPL_regulatory_Tcell
703	70248	EdgeCount	SPL_T_CD4_CD8
41	50029	EdgeCount	SPL_T_CD8
552	14481	EdgeCount	SPL_T/B doublets
3837	17223	EdgeCount	SPL_Tem_CD4
3127	27542	EdgeCount	SPL_Temra_CD8
4371	28763	EdgeCount	SPL_Tfh
2068	31009	EdgeCount	SPL_Tgd_CRTAM+
1662	32529	EdgeCount	SPL_Tmemory_CD4_alpha-beta
3963	35486	EdgeCount	SPL_Tmemory_CD8_alpha-beta
4645	21456	EdgeCount	SPL_Tnaive_CM_CD4
306	16945	EdgeCount	SPL_Tnaive_CM_CD4_activated
982	17446	EdgeCount	SPL_Tnaive_CM_CD8
1160	37290	EdgeCount	SPL_Tnaive_thymus-derived_CD4
1643	24162	EdgeCount	SPL_Treg
4984	35949	EdgeCount	SPL_Trm_em_CD8
1023	23609	EdgeCount	SPL_Trm_gut_CD8
36	14944	EdgeCount	SPL_Trm_Tgd
571	19274	EdgeCount	SPL_Trm_Th1_Th17
1	14861	EdgeCount	TCL_ABCs
1	13474	EdgeCount	TCL_AlveolarMacrophage
1	13340	EdgeCount	TCL_ClassicalMonocyte
1	13238	EdgeCount	TCL_Cycling T&NK
5	18779	EdgeCount	TCL_DC2
3	17720	EdgeCount	TCL_ErythrophagocyticMacrophage
16	23957	EdgeCount	TCL_GC_B (I)
19	17595	EdgeCount	TCL_GC_B (II)
1	14993	EdgeCount	TCL_ILC3
2	13623	EdgeCount	TCL_Intestinal macrophages
3	17084	EdgeCount	TCL_MastCell
12	15172	EdgeCount	TCL_MemoryBcell
10	15032	EdgeCount	TCL_NaiveBcell
1	16289	EdgeCount	TCL_NK_CD16+
3	14662	EdgeCount	TCL_NK_CD56bright_CD16-
60	15937	EdgeCount	TCL_PlasmaCell
14	14018	EdgeCount	TCL_T_CD4_CD8
3	18015	EdgeCount	TCL_Tem_CD4
2	16002	EdgeCount	TCL_Temra_CD8
10	16380	EdgeCount	TCL_Tfh
15	15274	EdgeCount	TCL_Treg
6	17441	EdgeCount	TCL_Trm_em_CD8
21	16420	EdgeCount	TCL_Trm_gut_CD8
41	17139	EdgeCount	TCL_Trm_Tgd
11	14224	EdgeCount	TCL_Trm_Th1_Th17
1919	40903	EdgeCount	THY_Bcell
1	16081	EdgeCount	THY_ClassicalMonocyte
2	18878	EdgeCount	THY_Cycling T&NK
38	45488	EdgeCount	THY_dendritic_cell
985	36836	EdgeCount	THY_dn1_thymic_pro-Tcell
32	72358	EdgeCount	THY_dn4_thymocyte
45	23635	EdgeCount	THY_Erythrocyte
1	17404	EdgeCount	THY_GC_B (I)
2594	48205	EdgeCount	THY_ILC
15	19347	EdgeCount	THY_ILC3
42	22026	EdgeCount	THY_immature_natural_killer_cell
443	82691	EdgeCount	THY_Macrophage
6	16942	EdgeCount	THY_MAIT
10	17445	EdgeCount	THY_masTcell
1882	48228	EdgeCount	THY_MemoryBcell
410	48742	EdgeCount	THY_Monocyte
761	42276	EdgeCount	THY_naive_regulatory_Tcell
876	37293	EdgeCount	THY_NaiveBcell
185	29548	EdgeCount	THY_NK
2	19584	EdgeCount	THY_NK_CD16+
89	24053	EdgeCount	THY_NKT
1529	127297	EdgeCount	THY_PlasmaCell
1	21033	EdgeCount	THY_Progenitor
7604	60194	EdgeCount	THY_T_CD4
60	33428	EdgeCount	THY_T_CD4_CD8
850	38342	EdgeCount	THY_T_CD8
398	36293	EdgeCount	THY_t_follicular_helper_cell
1	20904	EdgeCount	THY_T/B doublets
14	19507	EdgeCount	THY_Tem_CD4
25	21531	EdgeCount	THY_Temra_CD8
2	20647	EdgeCount	THY_Tfh
3	21751	EdgeCount	THY_Tgd_CRTAM+
553	32164	EdgeCount	THY_thymocyte
1788	49394	EdgeCount	THY_Thymocyte_DN3
23	23163	EdgeCount	THY_Tnaive_CM_CD4
4	26133	EdgeCount	THY_Tnaive_CM_CD4_activated
78	27742	EdgeCount	THY_Tnaive_CM_CD8
28	23147	EdgeCount	THY_Treg
25	23315	EdgeCount	THY_Trm_em_CD8
4	23033	EdgeCount	THY_Trm_Th1_Th17
1614	69591	EdgeCount	Tongue_immune_cell
459	44672	EdgeCount	Trachea_Bcell
6	31326	EdgeCount	Trachea_double-positive_alpha-beta_thymocyte
531	84227	EdgeCount	Trachea_Macrophage
61	35742	EdgeCount	Trachea_masTcell
727	45533	EdgeCount	Trachea_Neutrophil
115	60873	EdgeCount	Trachea_PlasmaCell
65	57626	EdgeCount	Trachea_T_CD4
464	43217	EdgeCount	Trachea_T_CD8
130	52366	EdgeCount	Trachea_Tcell
10	33934	EdgeCount	Uterus_Bcell
17	54699	EdgeCount	Uterus_immune_cell
326	74721	EdgeCount	Uterus_Macrophage
49	37713	EdgeCount	Uterus_NK
513	51762	EdgeCount	Uterus_Tcell
20	36319	EdgeCount	VAS_Bcell
64	48860	EdgeCount	VAS_Erythrocyte
3054	133876	EdgeCount	VAS_Macrophage
93	47007	EdgeCount	VAS_masTcell
102	43160	EdgeCount	VAS_NK
33	55698	EdgeCount	VAS_PlasmaCell
457	60583	EdgeCount	VAS_Tcell
